"시도교육청","교육지원청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","1학년 학급수","1학년 학생수","1학년 학급당 학생수","2학년 학급수","2학년 학생수","2학년 학급당 학생수","3학년 학급수","3학년 학생수","3학년 학급당 학생수","4학년 학급수","4학년 학생수","4학년 학급당 학생수","5학년 학급수","5학년 학생수","5학년 학급당 학생수","6학년 학급수","6학년 학생수","6학년 학급당 학생수","특수학급 학급수","특수학급 학생수","특수학급 학급당 학생수","순회학급 학급수","순회학급 학생수","순회학급 학급당 학생수","학급수(계)","학생수(계)","학급당 학생수(계)","교사수","수업교원 1인당 학생수"
"제주특별자치도교육청","제주시교육지원청","제주특별자치도 제주시","S170000444","동광초등학교","02","공립","N","","5","112","22.4","6","136","22.7","7","165","23.6","7","161","23","7","187","26.7","6","158","26.3","3","15","5","0","0","0","41","934","22.8","47","19.9"
"제주특별자치도교육청","제주시교육지원청","제주특별자치도 제주시","S170000445","동화초등학교","02","공립","N","","2","44","22","3","68","22.7","3","55","18.3","3","65","21.7","3","58","19.3","3","68","22.7","2","14","7","0","0","0","19","372","19.6","23","16.2"
"제주특별자치도교육청","제주시교육지원청","제주특별자치도 제주시","S170000446","봉개초등학교","02","공립","N","","2","42","21","2","44","22","2","37","18.5","2","29","14.5","2","40","20","2","38","19","1","6","6","0","0","0","13","236","18.2","17","13.9"
"제주특별자치도교육청","제주시교육지원청","제주특별자치도 제주시","S170000447","삼성초등학교","02","공립","N","","4","78","19.5","3","76","25.3","4","83","20.8","5","102","20.4","4","99","24.8","5","124","24.8","3","16","5.3","0","0","0","28","578","20.6","33","17.5"
"제주특별자치도교육청","제주시교육지원청","제주특별자치도 제주시","S170000448","삼양초등학교","02","공립","N","","5","123","24.6","6","135","22.5","7","161","23","7","166","23.7","8","187","23.4","6","148","24.7","2","12","6","0","0","0","41","932","22.7","48","19.4"
"제주특별자치도교육청","제주시교육지원청","제주특별자치도 제주시","S170000449","신광초등학교","02","공립","N","","4","78","19.5","4","101","25.3","5","109","21.8","5","123","24.6","5","115","23","5","114","22.8","2","13","6.5","0","0","0","30","653","21.8","34","19.2"
"제주특별자치도교육청","제주시교육지원청","제주특별자치도 제주시","S170000450","신제주초등학교","02","공립","N","","7","163","23.3","8","203","25.4","7","154","22","8","202","25.3","8","194","24.3","9","208","23.1","2","17","8.5","0","0","0","49","1141","23.3","57","20"
"제주특별자치도교육청","제주시교육지원청","제주특별자치도 제주시","S170000451","아라초등학교","02","공립","N","","11","258","23.5","10","253","25.3","13","318","24.5","12","304","25.3","13","337","25.9","11","294","26.7","4","29","7.3","0","0","0","74","1793","24.2","90","19.9"
"제주특별자치도교육청","제주시교육지원청","제주특별자치도 제주시","S170000452","영평초등학교","02","공립","N","","5","120","24","6","141","23.5","6","124","20.7","6","137","22.8","5","107","21.4","5","96","19.2","2","12","6","0","0","0","35","737","21.1","40","18.4"
"제주특별자치도교육청","제주시교육지원청","제주특별자치도 제주시","S170000453","오라초등학교","02","공립","N","","5","101","20.2","5","106","21.2","5","109","21.8","6","124","20.7","5","114","22.8","5","105","21","2","15","7.5","0","0","0","33","674","20.4","38","17.7"
"제주특별자치도교육청","제주시교육지원청","제주특별자치도 제주시","S170000454","외도초등학교","02","공립","N","","7","167","23.9","8","187","23.4","8","206","25.8","9","213","23.7","10","252","25.2","9","233","25.9","2","18","9","0","0","0","53","1276","24.1","62","20.6"
"제주특별자치도교육청","제주시교육지원청","제주특별자치도 제주시","S170000455","인화초등학교","02","공립","N","","5","110","22","5","125","25","6","149","24.8","6","149","24.8","6","152","25.3","7","175","25","3","18","6","0","0","0","38","878","23.1","43","20.4"
"제주특별자치도교육청","제주시교육지원청","제주특별자치도 제주시","S170000456","일도초등학교","02","공립","N","","1","12","12","1","22","22","1","21","21","1","14","14","1","16","16","1","21","21","2","8","4","0","0","0","8","114","14.3","10","11.4"
"제주특별자치도교육청","제주시교육지원청","제주특별자치도 제주시","S170000457","제주남초등학교","02","공립","N","","2","38","19","1","23","23","1","12","12","1","22","22","1","11","11","1","9","9","1","4","4","0","0","0","8","119","14.9","12","9.9"
"제주특별자치도교육청","제주시교육지원청","제주특별자치도 제주시","S170000458","제주동초등학교","02","공립","N","","3","61","20.3","3","65","21.7","3","77","25.7","3","78","26","4","90","22.5","4","78","19.5","2","14","7","0","0","0","22","463","21","27","17.1"
"제주특별자치도교육청","제주시교육지원청","제주특별자치도 제주시","S170000459","제주북초등학교","02","공립","N","","3","65","21.7","2","37","18.5","3","48","16","3","52","17.3","2","43","21.5","4","59","14.8","2","9","4.5","0","0","0","19","313","16.5","22","14.2"
"제주특별자치도교육청","제주시교육지원청","제주특별자치도 제주시","S170000460","제주서초등학교","02","공립","N","","3","58","19.3","4","74","18.5","4","70","17.5","4","88","22","5","120","24","4","93","23.3","2","15","7.5","0","0","0","26","518","19.9","30","17.3"
"제주특별자치도교육청","제주시교육지원청","제주특별자치도 제주시","S170000462","한천초등학교","02","공립","N","","2","28","14","2","29","14.5","2","35","17.5","2","36","18","2","37","18.5","2","40","20","1","1","1","0","0","0","13","206","15.8","14","14.7"
"제주특별자치도교육청","제주시교육지원청","제주특별자치도 제주시","S170000463","화북초등학교","02","공립","N","","3","63","21","3","67","22.3","2","47","23.5","3","58","19.3","4","91","22.8","4","82","20.5","2","7","3.5","0","0","0","21","415","19.8","24","17.3"
"제주특별자치도교육청","제주시교육지원청","제주특별자치도 제주시","S170000464","해안초등학교","02","공립","N","","1","10","10","1","15","15","1","12","12","1","15","15","1","15","15","1","15","15","0","0","0","0","0","0","6","82","13.7","8","10.3"
"제주특별자치도교육청","제주시교육지원청","제주특별자치도 제주시","S170000466","도평초등학교","02","공립","N","","2","36","18","2","46","23","2","49","24.5","3","56","18.7","3","67","22.3","3","69","23","2","9","4.5","0","0","0","17","332","19.5","20","16.6"
"제주특별자치도교육청","제주시교육지원청","제주특별자치도 제주시","S170000467","제주중앙초등학교","02","공립","N","","3","50","16.7","3","69","23","4","83","20.8","4","93","23.3","4","93","23.3","4","83","20.8","1","8","8","0","0","0","23","479","20.8","28","17.1"
"제주특별자치도교육청","제주시교육지원청","제주특별자치도 제주시","S170000468","한라초등학교","02","공립","N","","11","304","27.6","11","293","26.6","12","339","28.3","12","327","27.3","13","341","26.2","13","349","26.8","2","18","9","0","0","0","74","1971","26.6","90","21.9"
"제주특별자치도교육청","제주시교육지원청","제주특별자치도 제주시","S170000791","백록초등학교","02","공립","N","","4","105","26.3","5","105","21","5","128","25.6","6","135","22.5","6","138","23","5","132","26.4","1","7","7","0","0","0","32","750","23.4","40","18.8"
"제주특별자치도교육청","제주시교육지원청","제주특별자치도 제주시","S170000801","월랑초등학교","02","공립","N","","3","63","21","3","75","25","4","100","25","3","73","24.3","4","90","22.5","5","105","21","2","13","6.5","0","0","0","24","519","21.6","30","17.3"
"제주특별자치도교육청","제주시교육지원청","제주특별자치도 제주시","S170000834","이도초등학교","02","공립","N","","5","126","25.2","6","145","24.2","6","157","26.2","8","190","23.8","7","178","25.4","7","184","26.3","2","12","6","0","0","0","41","992","24.2","49","20.2"
"제주특별자치도교육청","제주시교육지원청","제주특별자치도 제주시","S170000836","도련초등학교","02","공립","N","","6","159","26.5","6","143","23.8","7","168","24","7","175","25","8","207","25.9","8","194","24.3","3","21","7","0","0","0","45","1067","23.7","52","20.5"
"제주특별자치도교육청","제주시교육지원청","제주특별자치도 제주시","S170000837","삼화초등학교","02","공립","N","","3","77","25.7","4","85","21.3","4","99","24.8","5","114","22.8","4","105","26.3","5","123","24.6","2","9","4.5","0","0","0","27","612","22.7","31","19.7"
"제주특별자치도교육청","제주시교육지원청","제주특별자치도 제주시","S170000839","하귀일초등학교","02","공립","N","","4","86","21.5","4","74","18.5","4","100","25","5","101","20.2","4","87","21.8","4","84","21","2","11","5.5","0","0","0","27","543","20.1","31","17.5"
