"시도교육청","교육지원청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","1학년 학급수","1학년 학생수","1학년 학급당 학생수","2학년 학급수","2학년 학생수","2학년 학급당 학생수","3학년 학급수","3학년 학생수","3학년 학급당 학생수","4학년 학급수","4학년 학생수","4학년 학급당 학생수","5학년 학급수","5학년 학생수","5학년 학급당 학생수","6학년 학급수","6학년 학생수","6학년 학급당 학생수","특수학급 학급수","특수학급 학생수","특수학급 학급당 학생수","순회학급 학급수","순회학급 학생수","순회학급 학급당 학생수","학급수(계)","학생수(계)","학급당 학생수(계)","교사수","수업교원 1인당 학생수"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001155","망성초등학교","02","공립","N","","1","1","1","1","2","2","1","2","2","1","3","3","1","4","4","1","3","3","0","0","0","0","0","0","6","15","2.5","7","2.1"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001156","미륵초등학교","02","공립","N","","0","0","0","1","5","5","0","0","0","1","6","6","1","4","4","1","4","4","0","0","0","0","0","0","4","19","4.8","5","3.8"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001157","삼기초등학교","02","공립","N","","1","1","1","0","0","0","1","1","1","1","5","5","1","2","2","1","2","2","1","1","1","0","0","0","6","12","2","7","1.7"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001158","석불초등학교","02","공립","N","","0","0","0","0","0","0","1","3","3","0","0","0","1","3","3","0","0","0","0","0","0","0","0","0","2","6","3","3","2"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001160","성당초등학교","02","공립","N","","1","7","7","1","7","7","1","9","9","1","11","11","1","3","3","1","3","3","0","0","0","0","0","0","6","40","6.7","7","5.7"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001162","성북초등학교","02","공립","N","","1","3","3","0","0","0","1","6","6","0","0","0","1","5","5","1","8","8","0","0","0","0","0","0","4","22","5.5","5","4.4"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001166","여산초등학교","02","공립","N","","1","10","10","1","10","10","1","14","14","1","14","14","1","10","10","1","11","11","0","0","0","0","0","0","6","69","11.5","7","9.9"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001167","영만초등학교","02","공립","N","","2","38","19","3","58","19.3","4","63","15.8","4","83","20.8","4","79","19.8","3","69","23","2","13","6.5","0","0","0","22","403","18.3","31","13"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001168","오산남초등학교","02","공립","N","","1","17","17","1","20","20","1","8","8","1","19","19","1","13","13","1","15","15","0","0","0","0","0","0","6","92","15.3","8","11.5"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001169","오산초등학교","02","공립","N","","1","7","7","1","7","7","1","10","10","1","6","6","1","7","7","1","12","12","1","6","6","0","0","0","7","55","7.9","8","6.9"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001170","왕궁남초등학교","02","공립","N","","1","1","1","1","0","0","1","0","0","1","1","1","1","2","2","1","2","2","1","4","4","0","0","0","7","10","1.4","8","1.3"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001171","왕궁초등학교","02","공립","N","","1","5","5","1","13","13","1","13","13","1","20","20","1","13","13","1","10","10","1","1","1","0","0","0","7","75","10.7","9","8.3"
